,Event,Date,Winner,Loser,Knockdown # W,Knockdown # L,Stike # W,Strike # L,Takedown # W,Takedown # L,Submission # W,Submission # L,Weightclass,Result,Method,Round,Time
1535,UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Josh Emmett,Shane Burgos,2,0,127,128,1,0,0,0,Featherweight,U-DEC,U-DEC,3,5:00
1536,UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Raquel Pennington,Marion Reneau,0,0,107,46,1,2,0,0,Women's Bantamweight,U-DEC,U-DEC,3,5:00
1537,UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Belal Muhammad,Lyman Good,0,0,82,81,2,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
1538,UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Jim Miller,Roosevelt Roberts,0,0,2,1,0,0,1,0,Catch Weight,SUB,Armbar,1,2:25
1539,UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Bobby Green,Clay Guida,0,0,85,23,2,3,2,0,Lightweight,U-DEC,U-DEC,3,5:00
1540,UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Tecia Torres,Brianna Fortino,0,0,74,34,0,2,0,0,Women's Strawweight,U-DEC,U-DEC,3,5:00
1541,UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",,Oskar Piechota,1,0,74,37,1,0,0,0,Middleweight,Overturned,Punches,2,4:50
1542,UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Gillian Robertson,Cortney Casey,0,0,21,22,3,0,1,0,Women's Flyweight,SUB,RearNakedChoke,3,4:36
1543,UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Justin Jaynes,Frank Camacho,1,0,16,4,0,0,0,0,Lightweight,KO/TKO,Punches,1,0:41
1544,UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Lauren Murphy,Roxanne Modafferi,0,0,72,44,2,0,0,0,Women's Flyweight,U-DEC,U-DEC,3,5:00
1545,UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Austin Hubbard,Max Rohskopf,0,0,58,17,0,2,0,1,Lightweight,KO/TKO,KO/TKO,2,5:00
1546,UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Cynthia Calvillo,Jessica Eye,0,0,113,70,4,0,0,0,Women's Flyweight,U-DEC,U-DEC,5,5:00
1547,UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Marvin Vettori,Karl Roberson,0,0,45,4,2,0,2,0,Middleweight,SUB,RearNakedChoke,1,4:17
1548,UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Charles Rosa,Kevin Aguilar,0,0,69,53,0,0,0,0,Lightweight,S-DEC,S-DEC,3,5:00
1549,UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Andre Fili,Charles Jourdain,0,1,44,62,5,0,0,0,Featherweight,S-DEC,S-DEC,3,5:00
1550,UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Jordan Espinosa,Mark De La Rosa,0,0,126,37,2,0,0,0,Bantamweight,U-DEC,U-DEC,3,5:00
1551,UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Mariya Agapova,Hannah Cifers,1,0,29,11,0,0,1,0,Women's Flyweight,SUB,RearNakedChoke,1,2:42
1552,UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Merab Dvalishvili,Gustavo Lopez,0,0,73,14,13,0,2,0,Catch Weight,U-DEC,U-DEC,3,5:00
1553,UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Julia Avila,Gina Mazany,0,0,11,2,0,0,0,0,Women's Bantamweight,KO/TKO,Punches,1,0:22
1554,UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Tyson Nam,Zarrukh Adashev,1,0,2,2,0,0,0,0,Bantamweight,KO/TKO,Punch,1,0:32
1555,UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Christian Aguilera,Anthony Ivy,0,0,10,4,0,0,0,0,Welterweight,KO/TKO,Punches,1,0:59
1556,UFC 250: Nunes vs. Spencer,"June 06, 2020",Amanda Nunes,Felicia Spencer,0,0,124,42,6,0,1,0,Women's Featherweight,U-DEC,U-DEC,5,5:00
1557,UFC 250: Nunes vs. Spencer,"June 06, 2020",Cody Garbrandt,Raphael Assuncao,1,0,19,17,0,0,0,0,Bantamweight,KO/TKO,Punch,2,4:59
1558,UFC 250: Nunes vs. Spencer,"June 06, 2020",Aljamain Sterling,Cory Sandhagen,0,0,2,1,0,0,2,0,Bantamweight,SUB,RearNakedChoke,1,1:28
1559,UFC 250: Nunes vs. Spencer,"June 06, 2020",Neil Magny,Anthony Rocco Martin,0,0,64,37,0,1,0,0,Welterweight,U-DEC,U-DEC,3,5:00
1560,UFC 250: Nunes vs. Spencer,"June 06, 2020",Sean O'Malley,Eddie Wineland,1,0,13,4,0,0,0,0,Bantamweight,KO/TKO,Punch,1,1:54
1561,UFC 250: Nunes vs. Spencer,"June 06, 2020",Alex Caceres,Chase Hooper,1,0,103,53,1,0,0,0,Featherweight,U-DEC,U-DEC,3,5:00
1562,UFC 250: Nunes vs. Spencer,"June 06, 2020",Ian Heinisch,Gerald Meerschaert,1,0,20,3,0,0,0,0,Middleweight,KO/TKO,Punch,1,1:14
1563,UFC 250: Nunes vs. Spencer,"June 06, 2020",Cody Stamann,Brian Kelleher,0,0,89,57,2,1,0,0,Featherweight,U-DEC,U-DEC,3,5:00
1564,UFC 250: Nunes vs. Spencer,"June 06, 2020",Maki Pitolo,Charles Byrd,0,0,29,11,3,1,0,0,Middleweight,KO/TKO,Punches,2,1:10
1565,UFC 250: Nunes vs. Spencer,"June 06, 2020",Alex Perez,Jussier Formiga,2,0,29,18,0,0,0,0,Flyweight,KO/TKO,OKick,1,4:06
1566,UFC 250: Nunes vs. Spencer,"June 06, 2020",Devin Clark,Alonzo Menifield,0,0,79,39,1,0,0,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
1567,UFC 250: Nunes vs. Spencer,"June 06, 2020",Herbert Burns,Evan Dunham,0,0,5,3,1,0,1,0,Catch Weight,SUB,RearNakedChoke,1,1:20
1568,UFC Fight Night: Woodley vs. Burns,"May 30, 2020",Gilbert Burns,Tyron Woodley,0,0,83,28,2,0,1,0,Welterweight,U-DEC,U-DEC,5,5:00
1569,UFC Fight Night: Woodley vs. Burns,"May 30, 2020",Augusto Sakai,Blagoy Ivanov,0,0,78,66,0,1,0,0,Heavyweight,S-DEC,S-DEC,3,5:00
1570,UFC Fight Night: Woodley vs. Burns,"May 30, 2020",Billy Quarantillo,Spike Carlyle,0,0,49,37,2,3,2,0,Catch Weight,U-DEC,U-DEC,3,5:00
1571,UFC Fight Night: Woodley vs. Burns,"May 30, 2020",Roosevelt Roberts,Brok Weaver,0,0,40,14,1,0,3,0,Lightweight,SUB,RearNakedChoke,2,3:26
1572,UFC Fight Night: Woodley vs. Burns,"May 30, 2020",Mackenzie Dern,Hannah Cifers,0,0,5,7,0,0,1,0,Women's Strawweight,SUB,Kneebar,1,2:36
1573,UFC Fight Night: Woodley vs. Burns,"May 30, 2020",Katlyn Chookagian,Antonina Shevchenko,0,0,73,25,3,0,4,0,Women's Flyweight,U-DEC,U-DEC,3,5:00
1574,UFC Fight Night: Woodley vs. Burns,"May 30, 2020",Daniel Rodriguez,Gabe Green,0,0,175,127,1,0,0,0,Welterweight,U-DEC,U-DEC,3,5:00
1575,UFC Fight Night: Woodley vs. Burns,"May 30, 2020",,Klidson Abreu,2,0,14,5,0,0,0,0,Light Heavyweight,Overturned,dKnee,1,1:51
1576,UFC Fight Night: Woodley vs. Burns,"May 30, 2020",Brandon Royval,Tim Elliott,0,0,16,17,1,4,2,0,Flyweight,SUB,ArmTriangle,2,3:18
1577,UFC Fight Night: Woodley vs. Burns,"May 30, 2020",Casey Kenney,Louis Smolka,0,0,32,18,0,0,1,0,Bantamweight,SUB,GuillotineChoke,1,3:03
1578,UFC Fight Night: Woodley vs. Burns,"May 30, 2020",Chris Gutierrez,Vince Morales,2,0,60,8,0,0,0,0,Featherweight,KO/TKO,OKick,2,4:27
1579,UFC Fight Night: Overeem vs. Harris,"May 16, 2020",Alistair Overeem,Walt Harris,1,1,68,25,1,0,0,0,Heavyweight,KO/TKO,Punches,2,3:00
1580,UFC Fight Night: Overeem vs. Harris,"May 16, 2020",Claudia Gadelha,Angela Hill,0,1,84,90,1,0,0,0,Women's Strawweight,S-DEC,S-DEC,3,5:00
1581,UFC Fight Night: Overeem vs. Harris,"May 16, 2020",Dan Ige,Edson Barboza,0,1,79,80,1,0,0,0,Featherweight,S-DEC,S-DEC,3,5:00
1582,UFC Fight Night: Overeem vs. Harris,"May 16, 2020",Krzysztof Jotko,Eryk Anders,0,0,66,41,0,0,0,0,Middleweight,U-DEC,U-DEC,3,5:00
1583,UFC Fight Night: Overeem vs. Harris,"May 16, 2020",Song Yadong,Marlon Vera,0,0,101,92,0,2,0,0,Featherweight,U-DEC,U-DEC,3,5:00
1584,UFC Fight Night: Overeem vs. Harris,"May 16, 2020",Miguel Baeza,Matt Brown,2,0,37,33,0,0,0,0,Welterweight,KO/TKO,Punch,2,0:18
1585,UFC Fight Night: Overeem vs. Harris,"May 16, 2020",Kevin Holland,Anthony Hernandez,1,0,14,0,0,0,0,0,Middleweight,KO/TKO,Knees,1,0:39
1586,UFC Fight Night: Overeem vs. Harris,"May 16, 2020",Giga Chikadze,Irwin Rivera,1,0,61,34,1,0,0,0,Featherweight,U-DEC,U-DEC,3,5:00
1587,UFC Fight Night: Overeem vs. Harris,"May 16, 2020",Nate Landwehr,Darren Elkins,0,0,118,121,0,1,0,0,Featherweight,U-DEC,U-DEC,3,5:00
1588,UFC Fight Night: Overeem vs. Harris,"May 16, 2020",Cortney Casey,Mara Romero Borella,0,0,6,5,0,1,2,0,Women's Flyweight,SUB,Armbar,1,3:36
1589,UFC Fight Night: Overeem vs. Harris,"May 16, 2020",Rodrigo Nascimento,Don'Tale Mayes,0,0,32,27,2,0,1,0,Heavyweight,SUB,RearNakedChoke,2,2:05
1590,UFC Fight Night: Smith vs. Teixeira,"May 13, 2020",Glover Teixeira,Anthony Smith,1,0,138,86,1,1,0,0,Light Heavyweight,KO/TKO,Punches,5,1:04
1591,UFC Fight Night: Smith vs. Teixeira,"May 13, 2020",Ben Rothwell,Ovince Saint Preux,0,1,56,42,1,0,0,0,Heavyweight,S-DEC,S-DEC,3,5:00
1592,UFC Fight Night: Smith vs. Teixeira,"May 13, 2020",Drew Dober,Alexander Hernandez,0,0,61,34,0,3,0,0,Lightweight,KO/TKO,Punches,2,4:25
1593,UFC Fight Night: Smith vs. Teixeira,"May 13, 2020",Ricky Simon,Ray Borg,0,0,67,47,7,0,0,0,Bantamweight,S-DEC,S-DEC,3,5:00
1594,UFC Fight Night: Smith vs. Teixeira,"May 13, 2020",Andrei Arlovski,Philipe Lins,0,0,50,41,0,0,0,0,Heavyweight,U-DEC,U-DEC,3,5:00
1595,UFC Fight Night: Smith vs. Teixeira,"May 13, 2020",Thiago Moises,Michael Johnson,0,0,1,27,0,0,1,0,Lightweight,SUB,AnkleLock,2,0:25
1596,UFC Fight Night: Smith vs. Teixeira,"May 13, 2020",Sijara Eubanks,Sarah Moras,0,0,85,44,2,0,0,0,Women's Bantamweight,U-DEC,U-DEC,3,5:00
1597,UFC Fight Night: Smith vs. Teixeira,"May 13, 2020",Omar Morales,Gabriel Benitez,0,0,63,50,0,0,0,0,Lightweight,U-DEC,U-DEC,3,5:00
1598,UFC Fight Night: Smith vs. Teixeira,"May 13, 2020",Brian Kelleher,Hunter Azure,1,0,29,62,0,0,0,0,Featherweight,KO/TKO,Punch,2,3:40
1599,UFC Fight Night: Smith vs. Teixeira,"May 13, 2020",Chase Sherman,Ike Villanueva,1,0,51,16,0,0,0,0,Heavyweight,KO/TKO,Elbow,2,0:49
1600,UFC 249: Ferguson vs. Gaethje,"May 09, 2020",Justin Gaethje,Tony Ferguson,0,0,143,136,0,0,0,0,Lightweight,KO/TKO,Punch,5,3:39
1601,UFC 249: Ferguson vs. Gaethje,"May 09, 2020",Henry Cejudo,Dominick Cruz,1,0,53,33,1,0,0,0,Bantamweight,KO/TKO,OKnee,2,4:58
1602,UFC 249: Ferguson vs. Gaethje,"May 09, 2020",Francis Ngannou,Jairzinho Rozenstruik,1,0,6,5,0,0,0,0,Heavyweight,KO/TKO,Punch,1,0:20
1603,UFC 249: Ferguson vs. Gaethje,"May 09, 2020",Calvin Kattar,Jeremy Stephens,1,0,52,57,0,0,0,0,Featherweight,KO/TKO,Elbow,2,2:49
1604,UFC 249: Ferguson vs. Gaethje,"May 09, 2020",Greg Hardy,Yorgan De Castro,0,0,55,24,0,0,0,0,Heavyweight,U-DEC,U-DEC,3,5:00
1605,UFC 249: Ferguson vs. Gaethje,"May 09, 2020",Anthony Pettis,Donald Cerrone,0,0,63,62,0,2,0,0,Welterweight,U-DEC,U-DEC,3,5:00
1606,UFC 249: Ferguson vs. Gaethje,"May 09, 2020",Aleksei Oleinik,Fabricio Werdum,0,0,94,53,0,3,0,1,Heavyweight,S-DEC,S-DEC,3,5:00
1607,UFC 249: Ferguson vs. Gaethje,"May 09, 2020",Carla Esparza,Michelle Waterson-Gomez,0,0,45,44,1,0,0,0,Women's Strawweight,S-DEC,S-DEC,3,5:00
1608,UFC 249: Ferguson vs. Gaethje,"May 09, 2020",Vicente Luque,Niko Price,1,0,130,129,0,1,0,0,Welterweight,KO/TKO,Punches,3,3:37
1609,UFC 249: Ferguson vs. Gaethje,"May 09, 2020",Bryce Mitchell,Charles Rosa,0,0,40,5,3,0,5,0,Featherweight,U-DEC,U-DEC,3,5:00
1610,UFC 249: Ferguson vs. Gaethje,"May 09, 2020",Ryan Spann,Sam Alvey,0,0,51,57,2,0,1,0,Light Heavyweight,S-DEC,S-DEC,3,5:00
1611,UFC Fight Night: Lee vs. Oliveira,"March 14, 2020",Charles Oliveira,Kevin Lee,0,0,43,41,0,2,2,0,Lightweight,SUB,GuillotineChoke,3,0:28
1612,UFC Fight Night: Lee vs. Oliveira,"March 14, 2020",Gilbert Burns,Demian Maia,1,0,13,4,0,2,0,0,Welterweight,KO/TKO,Punch,1,2:34
1613,UFC Fight Night: Lee vs. Oliveira,"March 14, 2020",Renato Moicano,Damir Hadzovic,0,0,1,1,1,0,1,0,Lightweight,SUB,RearNakedChoke,1,0:44
1614,UFC Fight Night: Lee vs. Oliveira,"March 14, 2020",Nikita Krylov,Johnny Walker,0,0,45,37,3,0,0,0,Light Heavyweight,U-DEC,U-DEC,3,5:00
1615,UFC Fight Night: Lee vs. Oliveira,"March 14, 2020",Francisco Trinaldo,John Makdessi,0,0,55,67,0,0,0,0,Lightweight,U-DEC,U-DEC,3,5:00
